ko,en
엘리스와인,Alice Wine
커피식품점,coffee grocery
셀러브리티 버거,CELEBRITY BURGER
카페베터,cafe better
일리카페,Illy Caffe
오투,O2
보라젤라또,voragelato
꽃술,KKOTSSUL
카페오드마인드,cafe oddmind
제이,J
스트리트박스,street box
에스비,SB
쎈트그릴BBQ,CENTGRILL BBQ
포라운지,4LOUNGE
헤만,Heman
살리다,SALIDA
별밤뮤직,music
미나,MINA
엘비스테이션,LB Station
랫댓,Rat that
더커피클럽,THE COFFEE CLUB
볼루토,BOLUTO
유에프오,UFO
블루,BLUE
베이컨시,Vacancy
타오,TAO
더풀비어,The Fool Beer
나이쏘이,NAISOI
304 TAPROOM,304 탭룸
더블유,W
스쿠퍼,Scooper
피자피자바이스타빙배,PIZZA PIZZA BY STARVING BAE
윈썸,winsome
코이,COY
아란,ARAN
에이오,A5
러셔스 스쿱스,Luscious Scoops
엠보스,M.BOSS
은비포차,EUNBI POCHA
그레이커피,Grey coffee
앳더플레이스,AT THE PLACE
텐페이지,cafe 10PAGE
노트,Knot
카페 리코,Cafe Rico
코스탄테 커피,Costante coffee
씨디티,CDT
드로잉레시피,Drawing Recipe
다포케,DA POKE
아빠커피,PAPA COFFEE
소여,sawyer
갓잇,GODEAT
레이지 나인,LAZY NINE
곧 버거,G.O.A.T BURGER
브루 브루,Brew Brew 
스타라이트,starlight
익스퍼2,EXPER2
로쏘,ROSSO
씨,C
브라운시티,Brown City
도나르스 브레드,DONAR'S BREAD
레드다이닝룸,Red dining room
아지트,AZ
노모,NOMO
어니스트팬케이크,HONEST PANCAKES
시고로,SIGOLO
리아네,RiaNe
디오 카페,cafe
125 커피,coffee
주)일무레또,IL MURETTO
럭스카페,LUXE CAFE
가자,gaja
퀸즈가드,the Queen's Guard
허밍,Humming
슬로우카페 다,Slow cafe Da
불불,Bull X 2
이구펍5호점,29PUB
퍼스커피,Perth coffee
쿳사,COOTTHA
호호,HO.HO
루나,Luna
얼반스퀘어,Urban SQUARE
피에스 푸드,Ps food
까페 아띠,Cafe de Atti
루트,LUT
루끄,LOOK
머니커피,MONEY COFFEE
스타트플러스,START+
옐로!치킨,YELL-O! CHICKEN
처비버디,chubby buddy
이스트 벙커,yeast bunker
메이크 베러 띵스,Make Better Things
도바,DOBA
스피크이지 안녕,speakeasy 안녕
오픈키친,open kitchen
프루프인더커피,proof in the coffee
바티랑트,Battirant
썬더롤스,Thunder rolls
그랩,GRAB
피크,peek
디더블유 그리다,DW DRAW
덕덕구스×피맥,DuckDuckGoose×피맥
마이하우스,My house
씨제이씨지브이,I got everything
소스,SAUCE
자 쓰아 비엣,TRA SUA VIET
짐스하이드어웨이,JIM'S HIDEAWAY
하이드 ,HIDE
스몰타운스몰,small town small
해피스 프라이데이,Happy's Friday
이이크,EEEK
고,GO
이노센시오,inocencio
와인오픈,Wineoften
마레수,maresoo
에스에이치 푸드,S H food
이츠야,ITSUYA
칸테,Kante
로우로우 ,Raw Raw
바베큐,BBQ
탈리,Tally
프레쉬플러스,fresh plus
탄더르,tandor
씨에스에프엔비,CS FNB
포르투7 상암엠비씨,MBC
크리스피프레시 상암엠비씨,MBC
인커피,inn coffee
구피데이즈,Goofy Dayz
에프씨,FC
우피치,UFFIZI
마더,Mother
씨앤앤,CNN
개비스 커피,GABBY'S COFFEE
더만나,the manna
트라토리아 브로도,trattoria BRODO
골드,Gold
케이브,CAVE
갤러리 엠에치케이 카페 88 st ,Gallery MHK & Cafe 88 st
칼라분식,The Color Premium
그린올리브,Green Olive
란카하우스,Ranka House
제이렘333,JREM333
글렌우드,GLENWOOD
비에이치씨,BHC
그라늄다이닝라운지,Granum Dining Lounge
페스타 바이 민구,Festa by mingoo
서울살롱,seoul salon
비니네 샐러드,Veeny's Salad
갤러리 도스,Gallery DOS
제이제이,J J
마모레 키친,Mamore Kitchen
시즌커피앤베이크,SEASON COFFEE & BAKE
25블럭,25BLOCKS
비스트로,Bistro
카페 드 비반트,CAFE DE VIVANT
옐로우보울,Yellow Bowl
퀴즈노스 ,Quiznos
316커피바,316 COFFEE BAR
하루에,HARUE
디도,dido
꼼,Comme
레에스티우,L'estiu
콘트라,Contra
플라츠,PLATZ
채빛퀴진,Chavit Cuisine
오미,OMI
비에이치씨,BHC
브로든커피,BROADEN COFFEE
파크,Park
반반,Ban Ban
양키스피자,YANKEES PIZZA
카페인,CAFE IN
코피티암,Kopitiam
롯데컬처웍스(주)롯데시네마 월드타워 엔제리너스,7층
엠투,M2
허거스,Huggers
마이너스,Miners
몽떼,monte
티푸드,T푸드
마이서울바이츠,My Seoul Bites
씨비 탭하우스,CB TAPHOUSE
톨스위즈,Tolswiz
해군호텔더블유,W
텐트,Tent
데저트 피자,desert Pizza
비스트로 혜화,Bistro 혜화
스탐티쉬,Stammtisch
아데쏘,Adesso
소르르,SORURU CAFE
갈로,gallo
에프엘씨 커피 컴퍼니,FLC COFFEE COMPANY
엠케이치킨앤드호프,MK치킨&호프
케이바,K BAR
카덴짜커피,cadenza coffee
에프터,after
헬리콘,HELICON
지유,GU
팬케이크샵,Pancake Shop
골드버튼커피,GOLD BUTTON COFFEE
까사 마야,Casa Maya
삼십오센치,35cm
마가리,MAGARI
블루,Blue
루트442,ROUTE442
이솔라,isola
슬로우 파크,Park
차이,Chai
아더사이드,Otherside
소온,soon
엠제이,MJ
카페비긴,CAFEBEGIN
아토즈,A to Z
벌스,VERSE
페스타홀,Festa Hall
클럽멤버스 레스토랑,Club Member's Restaurant
더뷰 ,the view
커비스,CoBeeS
아지트,Azit
더블유,W
다방구,9
라온바,RAON BAR
미드나잇,Midnight
비에이치씨,BHC
유스,YOUTH
카페드보통,CAFE DE BOTTON
제멜리,Gemelli
메트로싱글즈,Metro Singles
라비쥬,LaBiJou
비케이케이,BKK
커피유슬리스,COFFEE USELESS
라라커피,LaLa Coffee
파크비어,park beer
구지라운지,9G LOUNGE
디데이,D-DAY
더,The
데이바이데이,day by day
맥널티커피 팩토리,Mcnulty Coffee Factory
코지라운지,Cozy Lounge
델오르노,DEL HORNO
그럼블커피,GRUMBLE COFFEE
마치커피투고,MARCHCOFFEETOGO
솔라즈,SOLAZ
쿠벤,Ku-ben
카페,cafe
엠케이치킨앤호프,MK치킨&호프
카페녹명,Cafe 녹명
본코리아 지앤에프,G&F
일큐팔사츄러스,1Q84츄러스
타임즈,Time's
리틀홈,Little home
뉴 숏버스,New Short Bus
제이식스,J.six
캠프*그릴,CAMP*GRILL
카페 디디다,DDDA
엠투,M2
메리그린,A MERRY GRIN
더피자랩,THE PIZZA LAB
비비큐,BBQ
홀릭,Holic
가치,GACHI
메모리,memory
문스타,moon star
위드,with
뉴고때주,NEW COTTAGE
아지트,Azit
스퀘어가든,Square Garden
램브라튼,LAMMBRATEN
비스트로 친친,Bistro chin chin
아마란스,Amaranth
블랑,BLANC
허그,HUG
베이,BAY
벨,Bell
24/7,Twentyfour Seven
더카번리버풀,THE CAVERN LIVERPOOL
반달,Vandahl
그램319,gram319
밀랩,MEAL LAB
까페파비노,cafe' fabinno
북카페,BOOK CAFE
제이케이,JK
미스,Miss
비엔디커피,b&d coffee
크레용,CRAYON
제이 식스,J. Six
비나레스토랑,BINA RESTAURANT
더 키친 일 뽀르노,The Kitchen IL Forno
카페 4M,cafe 4M
디제이봉닭이,DJ봉닭이
리스트레또,RISTRETTO
웰위치아,WELWITSCHIA
클라우드 비어 스테이션,Kloud Beer Station
르푸앙 어반 캠프,Lepoint Urban Camp
대한닭발1979포차버전,phocha version
이노이드커피랩,INOID COFFEE LAB
제이디그릴,JD grill
비어,Beer
태스,tae's
휘,hwi
텅앤그루브조인트,TONGUE & GROOVE JOINT
제이바웃,JBOUT
아프로시오,AFRASIOB
아이바 ,I BAR
프리미엄,PREMIUM
차이,CHAI
백룸,Backroom
기프트오브네이처케밥,Gift of Nature Kebab
밀스,Meal's
블랙라벨,BlackLabel
그리츠,GREETS
투고커피,To-Go COFFEE
브루스톤,Brewstone
소코,SOKO
모이다,moida
푸드스토리,food story
스칼렛,SCARLETT
펙 살레타 프리바타,PECK SALETTA PRIVATA
펙 피자,PECK PIZZA
더 블루,The Blue
비에이치씨,BHC
노보텔,C동
그랜드머큐어,A동
이비스스타일,B동
바오바,Bao Bar
킴,KEEM
코젤다크하우스,kozel DARK HAUS
노보텔,C동
탭퍼블릭,TapPublic
무드,mood
미빌,mivill
유앤아이,You&I
카페 더블,CAFE DOUBLE
레드닷커피 ,RED DOT COFFEE
롯데컬처웍스(주)롯데시네마 월드타워 스위트샵,7층
롯데컬처웍스(주)롯데시네마 월드타워 스위트샵,10층
롯데컬처웍스(주)롯데시네마 월드타워 샤롯데,5층
샘화이트,SAM WHITE
카페트리,CAFE TREE
샤워룸,Shower Room
카페 이층,cafe 2f
33아파트먼트,33apartment
다츠,DOTZ
드레서,Dresser
몰리노,MOLINO
레이지,LAZY
슈가앤클레이,sugarnclay
바움,Baum102
세인트 앤드류스 커피,St. &drew's coffee
아트포라이프,Art for Life
위티스위티,Witty Sweety
스테이지비,stage B
더 연 카페,The 蓮 Cafe
씨엘로,cielo
디폴트,DeFault
브라운 에비뉴,Brown Avenue
아이엠이자카야,I'm IZAKAYA
위긴티식스,WEGINTIXIX
빅스,Bix
쿠 커피,Coup coffee
프링크앤드링크,PRINK&DRINK
드르마,DEREMA
비에이치씨,B.H.C
소앤,So Anne
퀴진앙상블,Cuisine ensemble
서울바당,seoulbadang
탬프커피bdg. 379,Tamp coffee bdg. 379
아키비스트,Archivist
아디오도시 ,addiodosi
포그린,phogreen
스탠다드,STANDARD
올드문래,OLD MULLAE
콘솔러,Consoler
리꼬,RICO
도스 타코스,dos tacos
뱅,Bang
케이엔제이,K&J
공공재 커피클럽,OOJ.coffee.club
디 언타이틀드 보이드,The untitled void
골라먹는피제이,PJ
이사벨,ISABEL
라비다,LaVIDA
먼치,MUNCH
흠,HMM
춘리,CHUNLI
비긴어게인,Begin Again
제이제이,JJ
세븐,seven
푸드3800,FOOD3800
더홈,The home
안에,An'e
마우디,Maudie
젠틀맨,gentlemen
비밥,BEBOB
주소,JUSO
퍼퓰러,"Phopular,분보싸오"
온스,OUNCE
아리디,R.ed
훅트,HOOKED
쿼드,QUAD
숲,Soo:p
더서울,The Seoul
티알브이알,TRVR
팔마,PALMA
비에이치씨,BHC
슈퍼 사이즈 미,SUPER SIZE ME
현,HYUN
와임,Wyym
프로마치,FROMAQI
한식 공간,Hansilkgongan
아틀리에 송,Atlier Song
알로이막막,ALOEY-MAGMAG
크링,Kring
루스카,Ruska
헤이줄리,hey juli
오헤어22,O'HARE22
앙뜨레,entree
더퍼스트펭귄,The 1st Penguin
2.카페,Cafe
숲,Soop
바캉스커피,Vacances Coffee
케이포,K-pho
더아래,THE A-RE
라운지한남,Lounge Hannam
롸카두둘두,Rock-A-Doodle-Doo
닐리,Nilli
레이첼티,Rachelty
카페게이트,cafegate
더,The
잉쓰,YINGSS
베리키친&보마켓 ,Very&BO
프라이팬,Frypan
카페포도,cafe podo
스시앤,N
소마,Soma
죠-지 서울,George Seoul
카페 피크닉,kafe piknic
뽕의전설본점,original
로쏘,Rosso
성북동테이블,TABLE
뮤지엄가든,Museum Garden
바라라라디오,bar lala radio
매그놀리아,Magnolia
지,Gee
스테이138,STAY138
팬쿡,Pancook
생면파스타 호파스타,ho pasta
더 공일이삼,The 0123
시미시미,shimmy shimmy
레드앤블랙,RED ＆BLACK
토마토김밥목동점,10단지
샐러드프린세스,salad princess
카시타,Casita
카페클라츠,KaffeeKlatsch
맘스키친,mom's kitchen
김가네 카페,cafe
크림탑커피,cream top coffee
돼지연구소,3호점
쉐프수,CHEF SOO
톡톡,TOK TALK
자스,jass
타코마코 펍앤그릴,TACOMACO PUB&GRILL
엠더블유엠 ,MWM
서초왕족발,2호점
엘리씨커피,elly'c coffee
오슬로우 커피,OHSLOW
차이,chai
카페373,Cafe373
오샬,OTSAL
차이나웨이,china wei
어반49,urban49
커피더맨,coffee the man
노스트리 커피,Nostri Coffee
씨피플랜,CPPLAN
공공삼,003
카페일루오고,cafe il luogo
렙,leb
아사네,Asane
아모르카페,AMORCAFE
윕,WIP
서연 ,seoyeon
오베르쥬,I'Auberge
시에라,Sierra
러브 원 언아더,LOVE ONE ANOTHER
룩 앳 ,Look At
더그릭,The Greek
더구십사,THE 94
포지본시,poggibonsi
홍스비어,HONG'S BEER
엣지커피,EDGE Coffe
스너그,Snugg
리오,LEO
초초 베이크숍,ChoCho Bakeshop
비비큐,BBQ
무어스,Moors
올레무스,Olemus
포해피,PhoHappy
씨,C
제이엘리,J.alley
파킨,pakin
카페투 ,cafe 2
판테라,pantera
째즈바,Jazz bar
모더래잇,MODERATE
카페 가가,Cafe gaga
캔프,CANF'ly
포테이토,Potato
카페,cafe
아지트,Agit
코치오,Kochio
파세로델밤비노,passero del bambino
위치스테이블,Witch's table
팔레트-비,PALETTE-BE
에이샾펍,A#PUB
미스터초우,Mr.초우
키친인,Kitchen'in'
라임,Lime
에이브이 테이크씨,A/V TAKE-C
멜로옐로,mellow yellow
패스토 팔라피자,PASTO PALA
썰스티,THIRSTY
맘맘테이블,mammam table
비전,VISION
본 크레페,BON CREPE
킵커피,Keep coffee
남산문바 ,Namsan moon bar
더할랄가이즈,THE HALAL GUYS
히든,Hedon
노이,NOY
더 고기 보이즈,The Gogi Boys
아담스타코,Adm's taco
마리,Marie
업스커피,UBS COFFEE
쿠마,KUMA
로라,rora
까쉬,cache
프레쉬샵팔레트,FRESH SHOP PALETTE
버텍스,Vertex
포제이,pho J
스시나인,Susi nine
구점일사,9.14
뮤츄얼,Mutual
하와이,Hawaii
샐러데이,Saladay
소울타워,SOUL TOWER
나무,namu
스크립트,SCRIPT
스탠바이 키친,STANDBY KITCHEN
시아,Sia
사마르칸트 시티,SAMARKAND CITY
보마,Boma
플레이스에이,place A
프랑크푸르트,Frankfurt
원인어밀리언,oneinamillion
베쓰푸틴,Beth's Poutine
버드,bud
너드,NERD
팔팔,88
모블러,Mobler
아야,AYA
도나파스텔,dona pastel
우드문,woodmoon
더양,The Yang
길이네,11호
잔,ZAN
카페블랙,CAFE BLACK
노보텔스위트 더트웨니식스,THE26
도라지17,DORAZI17
시온,sion
피자앤플랫,Pizza & Flat
님,Nimes
디안다만,The Andaman
삼육구,369
아락,arrak
시오램,sio lamb
비원키친,B1 KITCHEN
카페 오롯,Cafe Orot
카페 오롯,Cafe Orot
포토,FOTO
딥스,dips
씨,C
동유,Tong You
노보텔,C동
넌시네마,Noncinema
메가엠지씨커피 선유도비즈타워점,MEGA MGC COFFEE
대쉬,DASH
째즈스토리,T
더블,Double
쏘우굿,SOW GOOD
이룸,E-RUM
롯데컬처웍스(주)롯데시네마 월드타워 스위트샵,5층
빌즈,bills
양평공장펍,pub
카페 하스카,CAFE HASKKA
라 플로르,La Flore
제이스바,J's Bar
카페하늘,CAFE하늘
리빈,Livin'
미니막스카페,MINIMAX CAFE
마루치,Maruchi
카페러빈,Cafe Lovin
쟈스민,Jasmin
차팅,CHA TING
책바,chaeg bar
모임,MOIM
김씨,C
소브레메사,SOBREMESA
루9,rue 9
브루클린 더 버거조인트 ,BROOKLYN THE BURGER JOINT
펠리체,Felice
런웨이 패션카페,RUNWAY FASHION CAFE
도화,DOHWA
마얘,MAILLET
도마,DOMA
캠프데이비드커피,CAMP DAVID COFFEE
비에이치씨,BHC
페이더,fader
오픈,open
월스트리트,Wall Street
오사일이,5412
카페 호프 한남,CAFE HOPE HANNAM
데이원커피바,DAY ONE COFFEE BAR
티엠오샾엔카페,tmO shop&cafe
을지맥옥,Euljiro Brewing
바 웨어아위,Bar WHERE ARE WE
콘 브리오,con brio
섭,Sub
딥,dip
그리디몬,GREEDYMON
앨리스,Alice
칠링,Chilling
꽁비엔,CONG VIEN
라밥,LABAB
스톤아일랜드,STONE ISLAND
더보타이맨,The Bowtie man
차콜스,charcoal's
로칼커피,lokal coffee
카돈마리,KADONMARI
레나,RENA
앤펍,Ann Pub
어반브릿지,urban bridge
와플앨리,waffle alley
영사미,032
엘아이디,LID
베르두레,VERDURE
커피앤두,Coffee N Do
시저지,syzygy
하우스,HOUSE
빌리스,Billy's
볼보이07,ballboy07
루나더커피,Luna the coffee
카페구십도씨,CAFFE 90℃
머노까머나,MANOKAMANA
비에이치씨 치킨 중랑역점,BHC 치킨 중랑역점
커피팝,coffee pop
우쓰,Woo's style
비.에이치.씨,B.H.C
비플로르,Biflore
녹사커피,NOK SA COFFEE
지코바치킨 신길1호점,GCOVA 신길1호점
스윗,sweet
호이안박스,hoian box
"같이,가치",Gachi Gachi
제이앤와이,J&Y
리꼬,RICO
레스빠스,L'ESPACE
밀크밤,MILK BOMB
내맘대로 밥상,Free style food
라드,LARD
엠엠티에이치 071,mmth071
존스커피,JOHN'S COFFEE
리나스파파,Linas papa
비야,BIYA
카페진,CAFE JIN
차이,chai
제이에스가든 웍,WOK)(가든파이브점
아이코드 델리카페,i-code deli cafe
샌드플러스,sand+
브레인파크 아이엔씨 지점 커넥트 투,CONNECT TO
주)캘리스코 사보텐,SABOTEN
카나비 스트릿,carnaby street
어반 스테이,URBAN STAY
조아,Joah
더핸드,THE HAND
아벡데프리츠,AVEC DES FRITES
"방잇골, 방이 능이 버섯백숙 삼계탕",1962
비,B
아그라,Agra
엠엠티에이치093,mmth093
대장장이커피에프터커피,Fabbro
핫토리키친,hattori kitchen
베버,Bever
더 핸드 앤드 몰트 탭룸,The Hand and Malt Tap room
바론,BARON
더로지 레스토랑,The Lodge
대디제이,Daddy J
웬즈데이,Wednesday
유,U
어반가든,URBANGARDEN
더,The
서울라이트1,Seoulite1
더플레이스,The Place
메이크,Make
비너발트,Wienerwald
413프로젝트,413project
닉스,Bar
루뽀,LUPO
케이탁블루,KTakBlue
가빈 커피,GABEAN cafe
상냥한 거북씨,Tender Turtle
도조,DO JO
비비큐,BBQ
아리아,AREA
푸드 빌리지,Food Village
비어케이,Beer.K
에이베리,AVERY
루프탑 문,MOON
펀비어킹,Fun Beer King
카레오,KAREO
63푸드키친,63FOODKITCHEN
키라키라,Kira Kira
카페이탈밀KBS점,Caffe Italmill
이빠네마 그릴,IPanema Grill
수,SOO
홀릭스버거,HOLICS BURGER
카페문,Caffe Moon
비어어클락,Beer O'Clock
부스터커피,Booster coffee
더,The
해피홈레스토랑,Happy Home Restaurant
전주비빔밥,YTN점
더마틴,THE MARTIN
에이디디,ADD COFFEE
노부,nobu
써브웨이 고려대점,SUBWAY
파이브,FIVE
더소울바이제스,THE SOUL BY JESS
월,WOL
오래 오래,Ore Ore
클라우드 나인,Cloud 9
손수 ,SonSoo
카페비통,cafe vuitton
제이더블유,J.W
운다라가,UNDARGA
라망시크레,L'Amant Secret
팔레드신,Palais de Chine
프레이,pray
테이트커피,TATE COFFEE
밀도넛,Mill donut
비엠,BM
척척바,NOD AND WINK
엠엠티에이치,MMTH
필운276,pirun276
브레라,brera
분카샤,bunkasha
아이,i
비에이치씨,BHC
티아이씨,TIC
언더커버,UNDER COVER
텐바,Ten bar
피얼스,PEERS
엘 샌드위치,EL Sandwich
비에이치씨치킨,BHC
땡스커피,Thanx coffee
하노이102,HANOI 102
컵해즈빈,CUP HAS BEAN
자코비스버거,"jacoby,s burger"
워터스트리트,water.street
엑스오엑스오,XOXO
와우주스,WOW JUICE
따블론,tablon
에이드립까페,A DRIP CAFE
장군장어,2호점
어제그쭈꾸미집,jib
더,THE
카페티엔에이,TNA
비비큐,BBQ
에레스뚜,Eres tu
바나나,BAR NANA
드링크7,Drink7
파노라마 라운지,Panorama Lounge
로터리다방,ROTARY DAVANT
테이블토크,Table Talk
