"행정구역","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수"
"서울특별시 관악구 신원동(1162065500)","17,669","10,831","8,941","8,728"
"서울특별시 관악구 서림동(1162066500)","22,790","14,127","12,556","10,234"
"서울특별시 관악구 신사동(1162068500)","22,304","13,760","11,202","11,102"
"서울특별시 관악구 신림동(1162069500)","22,030","17,676","11,597","10,433"
"서울특별시 관악구 난향동(1162071500)","15,169","6,200","7,407","7,762"
"서울특별시 관악구 조원동(1162072500)","17,113","10,581","8,598","8,515"
"서울특별시 관악구 대학동(1162073500)","23,007","15,828","13,840","9,167"
"서울특별시 관악구 삼성동(1162074500)","21,713","10,299","10,874","10,839"
"서울특별시 관악구 미성동(1162076500)","30,279","14,110","14,835","15,444"
"서울특별시 관악구 난곡동(1162077500)","26,522","12,931","13,308","13,214"
"서울특별시 서초구 (1165000000)","405,959","166,113","194,007","211,952"
"서울특별시 서초구 서초1동(1165051000)","20,218","9,170","9,730","10,488"
"서울특별시 서초구 서초2동(1165052000)","25,834","11,131","12,343","13,491"
"서울특별시 서초구 서초3동(1165053000)","31,953","14,969","15,347","16,606"
"서울특별시 서초구 서초4동(1165053100)","30,261","10,517","14,759","15,502"
"서울특별시 서초구 잠원동(1165054000)","26,224","10,354","12,616","13,608"
"서울특별시 서초구 반포본동(1165055000)","1,831","726","878","953"
"서울특별시 서초구 반포1동(1165056000)","33,848","14,601","16,472","17,376"
"서울특별시 서초구 반포2동(1165057000)","15,448","4,821","7,385","8,063"
"서울특별시 서초구 반포3동(1165058000)","21,820","7,490","10,389","11,431"
"서울특별시 서초구 반포4동(1165058100)","18,891","7,035","8,847","10,044"
"서울특별시 서초구 방배본동(1165059000)","20,576","7,786","9,518","11,058"
"서울특별시 서초구 방배1동(1165060000)","16,618","7,393","7,760","8,858"
"서울특별시 서초구 방배2동(1165061000)","19,061","8,178","8,925","10,136"
"서울특별시 서초구 방배3동(1165062000)","18,487","6,929","8,930","9,557"
"서울특별시 서초구 방배4동(1165062100)","23,226","9,541","10,562","12,664"
"서울특별시 서초구 양재1동(1165065100)","42,656","17,659","20,345","22,311"
"서울특별시 서초구 양재2동(1165065200)","21,604","10,660","10,774","10,830"
"서울특별시 서초구 내곡동(1165066000)","17,403","7,153","8,427","8,976"
"서울특별시 강남구 (1168000000)","523,799","227,759","250,626","273,173"
"서울특별시 강남구 신사동(1168051000)","15,597","6,795","7,234","8,363"
"서울특별시 강남구 논현1동(1168052100)","21,335","13,419","10,013","11,322"
"서울특별시 강남구 논현2동(1168053100)","20,380","10,947","9,501","10,879"
"서울특별시 강남구 압구정동(1168054500)","25,651","9,887","11,886","13,765"
"서울특별시 강남구 청담동(1168056500)","25,079","10,867","11,718","13,361"
"서울특별시 강남구 삼성1동(1168058000)","12,575","5,291","6,197","6,378"
"서울특별시 강남구 삼성2동(1168059000)","29,928","13,180","14,302","15,626"
"서울특별시 강남구 대치1동(1168060000)","23,953","7,144","12,054","11,899"
"서울특별시 강남구 대치2동(1168061000)","36,146","12,626","18,317","17,829"
"서울특별시 강남구 대치4동(1168063000)","19,491","9,914","9,196","10,295"
"서울특별시 강남구 역삼1동(1168064000)","34,498","23,331","16,716","17,782"
"서울특별시 강남구 역삼2동(1168065000)","35,400","15,018","16,582","18,818"
"서울특별시 강남구 도곡1동(1168065500)","21,144","8,343","10,007","11,137"
"서울특별시 강남구 도곡2동(1168065600)","32,651","11,374","15,177","17,474"
"서울특별시 강남구 개포1동(1168066000)","6,228","2,397","3,035","3,193"
"서울특별시 강남구 개포2동(1168067000)","27,547","9,469","13,378","14,169"
"서울특별시 강남구 개포4동(1168069000)","23,342","9,758","11,295","12,047"
"서울특별시 강남구 세곡동(1168070000)","42,969","17,807","20,304","22,665"
"서울특별시 강남구 일원본동(1168072000)","23,100","7,964","11,418","11,682"
"서울특별시 강남구 일원1동(1168073000)","14,849","7,235","7,275","7,574"
"서울특별시 강남구 일원2동(1168074000)","17,323","7,333","8,402","8,921"
"서울특별시 강남구 수서동(1168075000)","14,613","7,660","6,619","7,994"
"서울특별시 송파구 (1171000000)","651,800","277,966","314,104","337,696"
"서울특별시 송파구 풍납1동(1171051000)","12,742","5,888","6,231","6,511"
"서울특별시 송파구 풍납2동(1171052000)","24,579","10,829","11,668","12,911"
"서울특별시 송파구 거여1동(1171053100)","12,413","5,555","6,268","6,145"
"서울특별시 송파구 거여2동(1171053200)","18,501","7,978","9,090","9,411"
"서울특별시 송파구 마천1동(1171054000)","18,741","8,689","9,567","9,174"
"서울특별시 송파구 마천2동(1171055000)","18,545","8,613","9,439","9,106"
"서울특별시 송파구 방이1동(1171056100)","15,554","6,146","7,492","8,062"
"서울특별시 송파구 방이2동(1171056200)","26,106","14,981","12,101","14,005"
"서울특별시 송파구 오륜동(1171056600)","17,894","5,840","8,757","9,137"
"서울특별시 송파구 오금동(1171057000)","38,072","15,394","18,455","19,617"
"서울특별시 송파구 송파1동(1171058000)","23,596","12,083","11,001","12,595"
"서울특별시 송파구 송파2동(1171059000)","18,967","7,109","9,146","9,821"
"서울특별시 송파구 석촌동(1171060000)","31,171","16,619","14,854","16,317"
"서울특별시 송파구 삼전동(1171061000)","29,894","15,757","14,035","15,859"
"서울특별시 송파구 가락본동(1171062000)","25,921","11,587","12,832","13,089"
"서울특별시 송파구 가락1동(1171063100)","27,101","9,696","13,122","13,979"
"서울특별시 송파구 가락2동(1171063200)","31,950","12,242","15,691","16,259"
"서울특별시 송파구 문정1동(1171064100)","19,823","8,358","9,834","9,989"
"서울특별시 송파구 문정2동(1171064200)","28,621","15,582","13,155","15,466"
"서울특별시 송파구 장지동(1171064600)","29,278","11,973","14,159","15,119"
"서울특별시 송파구 위례동(1171064700)","39,023","12,621","19,007","20,016"
"서울특별시 송파구 잠실본동(1171065000)","27,555","15,128","13,064","14,491"
"서울특별시 송파구 잠실2동(1171067000)","34,736","11,420","16,605","18,131"
"서울특별시 송파구 잠실3동(1171068000)","33,961","11,679","16,167","17,794"
"서울특별시 송파구 잠실4동(1171069000)","21,081","7,133","10,133","10,948"
"서울특별시 송파구 잠실6동(1171071000)","16,542","5,750","7,832","8,710"
"서울특별시 송파구 잠실7동(1171072000)","9,433","3,316","4,399","5,034"
"서울특별시 강동구 (1174000000)","458,310","198,435","224,719","233,591"
"서울특별시 강동구 강일동(1174051500)","32,672","12,774","15,685","16,987"
"서울특별시 강동구 상일제1동(1174052500)","38,586","13,340","19,048","19,538"
"서울특별시 강동구 상일제2동(1174052600)","10,148","3,937","4,766","5,382"
"서울특별시 강동구 명일제1동(1174053000)","25,528","9,893","12,433","13,095"
"서울특별시 강동구 명일제2동(1174054000)","17,435","6,447","8,537","8,898"
"서울특별시 강동구 고덕제1동(1174055000)","24,072","8,195","12,230","11,842"
"서울특별시 강동구 고덕제2동(1174056000)","21,972","8,649","11,068","10,904"
"서울특별시 강동구 암사제1동(1174057000)","34,124","15,682","16,915","17,209"
"서울특별시 강동구 암사제2동(1174058000)","15,074","6,263","7,301","7,773"
"서울특별시 강동구 암사제3동(1174059000)","17,752","6,175","8,691","9,061"
"서울특별시 강동구 천호제1동(1174060000)","26,450","12,694","12,972","13,478"
"서울특별시 강동구 천호제2동(1174061000)","32,772","17,157","16,053","16,719"
"서울특별시 강동구 천호제3동(1174062000)","26,230","14,102","12,729","13,501"
"서울특별시 강동구 성내제1동(1174064000)","19,704","8,215","9,508","10,196"
"서울특별시 강동구 성내제2동(1174065000)","23,276","12,598","11,468","11,808"
"서울특별시 강동구 성내제3동(1174066000)","22,865","10,507","11,214","11,651"
"서울특별시 강동구 길동(1174068500)","45,172","21,463","22,035","23,137"
"서울특별시 강동구 둔촌제1동(1174069000)","27","14","17","10"
"서울특별시 강동구 둔촌제2동(1174070000)","24,451","10,330","12,049","12,402"
"부산광역시  (2600000000)","3,330,119","1,528,132","1,628,484","1,701,635"
"부산광역시 중구 (2611000000)","40,076","23,539","19,525","20,551"
"부산광역시 중구 중앙동(2611051000)","2,911","2,201","1,387","1,524"
"부산광역시 중구 동광동(2611052000)","2,622","1,682","1,330","1,292"
"부산광역시 중구 대청동(2611053000)","6,183","3,451","2,896","3,287"
"부산광역시 중구 보수동(2611054500)","10,446","5,884","5,041","5,405"
"부산광역시 중구 부평동(2611056000)","4,459","2,700","2,118","2,341"
"부산광역시 중구 광복동(2611057000)","949","569","484","465"
"부산광역시 중구 남포동(2611058000)","889","610","516","373"
"부산광역시 중구 영주제1동(2611059000)","4,638","2,896","2,381","2,257"
"부산광역시 중구 영주제2동(2611060000)","6,979","3,546","3,372","3,607"
"부산광역시 서구 (2614000000)","104,301","52,233","50,438","53,863"
"부산광역시 서구 동대신제1동(2614051000)","5,586","2,728","2,726","2,860"
"부산광역시 서구 동대신제2동(2614052000)","7,279","3,570","3,537","3,742"
"부산광역시 서구 동대신제3동(2614053000)","7,666","3,874","3,596","4,070"
"부산광역시 서구 서대신제1동(2614054000)","13,604","6,100","6,412","7,192"
"부산광역시 서구 서대신제3동(2614056000)","8,078","3,298","3,707","4,371"
"부산광역시 서구 서대신제4동(2614057000)","7,706","3,123","3,718","3,988"
"부산광역시 서구 부민동(2614059000)","7,468","4,025","3,520","3,948"
"부산광역시 서구 아미동(2614061500)","6,543","3,813","3,313","3,230"
"부산광역시 서구 초장동(2614063000)","4,219","2,515","2,139","2,080"
"부산광역시 서구 충무동(2614064000)","9,820","5,508","4,682","5,138"
"부산광역시 서구 남부민제1동(2614065000)","4,819","2,702","2,440","2,379"
"부산광역시 서구 남부민제2동(2614066000)","8,909","4,778","4,441","4,468"
"부산광역시 서구 암남동(2614068000)","12,604","6,199","6,207","6,397"
"부산광역시 동구 (2617000000)","86,633","45,432","42,402","44,231"
"부산광역시 동구 초량제1동(2617051000)","4,973","2,946","2,503","2,470"
"부산광역시 동구 초량제2동(2617052000)","5,510","3,199","2,753","2,757"
"부산광역시 동구 초량제3동(2617053000)","12,941","6,409","6,283","6,658"
"부산광역시 동구 초량제6동(2617055000)","5,886","3,112","2,882","3,004"
"부산광역시 동구 수정제1동(2617056000)","4,094","1,981","1,996","2,098"
"부산광역시 동구 수정제2동(2617057000)","9,658","5,001","4,588","5,070"
"부산광역시 동구 수정제4동(2617059000)","3,841","2,185","1,895","1,946"
"부산광역시 동구 수정제5동(2617060000)","5,263","2,694","2,512","2,751"
"부산광역시 동구 좌천동(2617064500)","10,666","5,304","5,178","5,488"
"부산광역시 동구 범일제1동(2617065000)","11,716","6,215","5,790","5,926"
"부산광역시 동구 범일제2동(2617066000)","7,771","4,276","3,895","3,876"
"부산광역시 동구 범일제5동(2617068000)","4,314","2,110","2,127","2,187"
"부산광역시 영도구 (2620000000)","109,804","53,977","54,052","55,752"
"부산광역시 영도구 남항동(2620053000)","10,744","5,624","5,366","5,378"
"부산광역시 영도구 영선제1동(2620054000)","3,961","1,887","1,904","2,057"
"부산광역시 영도구 영선제2동(2620055000)","8,211","3,787","3,984","4,227"
"부산광역시 영도구 신선동(2620058500)","8,241","4,539","4,139","4,102"
"부산광역시 영도구 봉래제1동(2620059000)","6,686","3,293","3,303","3,383"
"부산광역시 영도구 봉래제2동(2620060500)","7,876","3,679","3,830","4,046"
"부산광역시 영도구 청학제1동(2620063000)","6,050","2,958","2,960","3,090"
"부산광역시 영도구 청학제2동(2620064000)","17,521","7,804","8,661","8,860"
"부산광역시 영도구 동삼제1동(2620065000)","27,358","12,806","13,367","13,991"
"부산광역시 영도구 동삼제2동(2620066000)","3,323","1,811","1,762","1,561"
"부산광역시 영도구 동삼제3동(2620067000)","9,833","5,789","4,776","5,057"
"부산광역시 부산진구 (2623000000)","350,845","171,332","168,878","181,967"
"부산광역시 부산진구 부전제1동(2623051000)","15,686","10,106","7,822","7,864"
"부산광역시 부산진구 부전제2동(2623052000)","9,807","5,521","4,877","4,930"
"부산광역시 부산진구 연지동(2623054000)","20,438","8,564","9,677","10,761"
"부산광역시 부산진구 초읍동(2623055000)","21,978","9,950","10,606","11,372"
"부산광역시 부산진구 양정제1동(2623056000)","19,928","9,125","9,369","10,559"
"부산광역시 부산진구 양정제2동(2623057000)","11,891","7,471","5,417","6,474"
"부산광역시 부산진구 전포제1동(2623060000)","21,613","11,901","10,323","11,290"
"부산광역시 부산진구 전포제2동(2623061000)","20,712","11,351","9,676","11,036"
"부산광역시 부산진구 부암제1동(2623064000)","22,854","9,736","11,145","11,709"
"부산광역시 부산진구 부암제3동(2623066000)","17,333","6,875","8,520","8,813"
"부산광역시 부산진구 당감제1동(2623067000)","22,916","10,256","10,930","11,986"
"부산광역시 부산진구 당감제2동(2623068000)","10,221","4,614","4,859","5,362"
"부산광역시 부산진구 당감제4동(2623070000)","11,268","5,091","5,508","5,760"
"부산광역시 부산진구 가야제1동(2623071000)","19,116","10,065","9,555","9,561"
"부산광역시 부산진구 가야제2동(2623072000)","16,764","7,249","8,134","8,630"
"부산광역시 부산진구 개금제1동(2623074000)","16,651","8,800","7,972","8,679"
"부산광역시 부산진구 개금제2동(2623075000)","10,916","4,969","5,323","5,593"
"부산광역시 부산진구 개금제3동(2623076000)","28,719","12,420","13,842","14,877"
