,name,name_eng,problems
111595,서운초등학교병설유치원,Kindergarten attached to Seoun Elementary School,"[('유치원', 'Kindergarden')]"
111729,EiE어학원 청라국제1캠퍼스,EiE Language School Cheongna International 1 Campus,"[('학원', 'Academy')]"
111787,소중한어린이집,precious nursery,"[('어린이집', 'Daycare')]"
111850,예원유치원,Yewon Kindergarten,"[('유치원', 'Kindergarden')]"
111853,이야스콜라송도어학원,Iyascola Songdo Language School,"[('학원', 'Academy')]"
112030,세종건축학원,Sejong Institute of Architecture,"[('학원', 'Academy')]"
112096,열린학원,open school,"[('학원', 'Academy')]"
112112,G1230수학 에스라이팅어학원,G1230 Mathematics  Eswriting Language School,"[('학원', 'Academy')]"
112166,가좌비욘드잉글리쉬어학원,Gajwa Beyond English Language School,"[('학원', 'Academy')]"
112198,아이꿈터어린이집,Child Dream Nursery,"[('어린이집', 'Daycare')]"
112215,새싹어린이집,Sprout Nursery,"[('어린이집', 'Daycare')]"
112227,GnB어학원 부개3동캠퍼스,GnB Language School Bugae 3-dong Campus,"[('학원', 'Academy')]"
112341,예쁜아이어린이집,pretty child nursery,"[('어린이집', 'Daycare')]"
112555,두루미어린이집,Crane Nursery,"[('어린이집', 'Daycare')]"
112572,반짝별어린이집,Twinkle Star Nursery,"[('어린이집', 'Daycare')]"
112610,양사초등학교병설유치원,Kindergarten attached to Yangsa Elementary School,"[('유치원', 'Kindergarden')]"
112821,아셀OMC중고등영어학원,Asel OMC Middle and High School English,"[('학원', 'Academy')]"
112896,예찬아이어린이집,Yechan Child Nursery,"[('어린이집', 'Daycare')]"
113217,동암초등학교병설유치원,Kindergarten attached to Dongam Elementary School,"[('유치원', 'Kindergarden')]"
113305,샤론어린이집,Sharon Nursery School,"[('어린이집', 'Daycare')]"
113345,릭스ELP어학원,Ricks ELP language school,"[('학원', 'Academy')]"
113358,하늘향기유치원,Sky Hyanggi Kindergarten,"[('유치원', 'Kindergarden')]"
113423,뿌리국어학원,Root Korean Language School,"[('학원', 'Academy')]"
113605,그랑블어린이집,Granble Nursery School,"[('어린이집', 'Daycare')]"
113609,씬씬중국어학원,Xinxin Chinese Language School,"[('학원', 'Academy')]"
113701,동화속어린이집,Fairy Tale Nursery,"[('어린이집', 'Daycare')]"
113886,파랑새음악원,Blue Bird Conservatory,"[('음악', 'Music')]"
114033,태평홍익어린이집,Taepyeong Hongik Day care Center,"[('어린이집', 'Daycare')]"
114109,인천법원어린이집,Incheon Court Day care Center,"[('어린이집', 'Daycare')]"
114140,마리나단비어린이집,Marina Danbi Nursery School,"[('어린이집', 'Daycare')]"
114164,마전초등학교병설유치원,Kindergarten attached to Majeon Elementary School,"[('유치원', 'Kindergarden')]"
114178,씨앗어린이집,seed nursery,"[('어린이집', 'Daycare')]"
114324,이보영의토킹클럽 인천계산어학원,Lee Bo-young's Talking Club Incheon Gyesan Language School,"[('학원', 'Academy')]"
114342,사랑숲어린이집,Love Forest Nursery School,"[('어린이집', 'Daycare')]"
114350,산새소리어린이집,Sansaesori Nursery School,"[('어린이집', 'Daycare')]"
114383,벽산이영어린이집,Byeoksan Leeyoung Day care Center,"[('영어', 'English'), ('어린이집', 'Daycare')]"
114393,수피아어린이집,Sufia Nursery School,"[('어린이집', 'Daycare')]"
114431,열매몬테소리어린이집,Fruit Montessori Nursery School,"[('어린이집', 'Daycare')]"
114435,아기나무어린이집,baby tree nursery,"[('어린이집', 'Daycare')]"
114595,주명어린이집,Jumyeong Nursery School,"[('어린이집', 'Daycare')]"
114606,파란새싹어린이집,Blue Sprout Nursery,"[('어린이집', 'Daycare')]"
114803,예닮어린이집,Yedam Nursery School,"[('어린이집', 'Daycare')]"
114905,예랑어린이집,Yerang Nursery School,"[('어린이집', 'Daycare')]"
115149,신송초등학교병설유치원,Kindergarten attached to Sinsong Elementary School,"[('유치원', 'Kindergarden')]"
115207,더꿈나무어린이집,The Dream Tree Nursery,"[('어린이집', 'Daycare')]"
115236,은초록별어린이집,Silver Green Star Nursery School,"[('어린이집', 'Daycare')]"
115463,구월서초등학교병설유치원,Kindergarten attached to Guwolseo Elementary School,"[('유치원', 'Kindergarden')]"
115475,브레인유치원,Brain Kindergarten,"[('유치원', 'Kindergarden')]"
115627,청어람 영수학원,Cheongeoram Youngsu Academy,"[('수학', 'Math')]"
115941,드림유치원,Dream Kindergarten,"[('유치원', 'Kindergarden')]"
116060,e예빛어린이집,e Yebit Nursery School,"[('어린이집', 'Daycare')]"
116130,꼬마숲초롱초롱어린이집,Little Forest Chorong Chorong Nursery School,"[('어린이집', 'Daycare')]"
116190,무지개유치원,Rainbow Kindergarten,"[('유치원', 'Kindergarden')]"
116381,당산초등학교병설유치원,Kindergarten attached to Dangsan Elementary School,"[('유치원', 'Kindergarden')]"
116444,사랑나무어린이집,Love Tree Nursery,"[('어린이집', 'Daycare')]"
116516,초록사랑어린이집,Green Love Nursery School,"[('어린이집', 'Daycare')]"
116518,예그랑유치원,Ye Grand Kindergarten,"[('유치원', 'Kindergarden')]"
116543,공립자월어린이집,public childcare center,"[('어린이집', 'Daycare')]"
116656,올바른영수학원,Correct Enrollment School,"[('학원', 'Academy'), ('수학', 'Math')]"
116718,엔젤유치원,Angel Kindergarten,"[('유치원', 'Kindergarden')]"
116743,표현어학원,expression language school,"[('학원', 'Academy')]"
116776,마니산유치원,Manisan Kindergarten,"[('유치원', 'Kindergarden')]"
116842,산새소리유치원,Sansaesori Kindergarten,"[('유치원', 'Kindergarden')]"
116843,한샘유치원,Hanssem Kindergarten,"[('유치원', 'Kindergarden')]"
116882,하은어린이집,Haeun Nursery School,"[('어린이집', 'Daycare')]"
116914,부개서초등학교병설유치원,Kindergarten attached to Bugaeseo Elementary School,"[('유치원', 'Kindergarden')]"
116947,코끼리어린이집,elephant nursery,"[('어린이집', 'Daycare')]"
117110,CIS어학원,CIS Language School,"[('학원', 'Academy')]"
117159,서창누리어린이집,Seochangnuri Day care Center,"[('어린이집', 'Daycare')]"
117164,유성어린이집,Yooseong Nursery School,"[('어린이집', 'Daycare')]"
117185,꿈샘어린이집,Dreamsam Nursery School,"[('어린이집', 'Daycare')]"
117187,꽃뜰어린이집,Flower Garden Nursery,"[('어린이집', 'Daycare')]"
117545,토마토 어린이집,Tomato Nursery,"[('어린이집', 'Daycare')]"
117568,예스에이블습관학원,Yes Able Habit School,"[('학원', 'Academy')]"
117617,호수아이어린이집,lake child nursery,"[('어린이집', 'Daycare')]"
117715,목련사랑어린이집,Magnolia Love Nursery School,"[('어린이집', 'Daycare')]"
117803,공룡숲어린이집,Dinosaur Forest Nursery School,"[('어린이집', 'Daycare')]"
117813,피노키오어린이집,Pinocchio Nursery School,"[('어린이집', 'Daycare')]"
117873,씽크홍수학,Think Flood,"[('수학', 'Math')]"
117911,진어린이집,Jin Nursery School,"[('어린이집', 'Daycare')]"
117941,밀알유치원,Milal Kindergarten,"[('유치원', 'Kindergarden')]"
118025,성산효대학원대학교학습장,"Seongsan Hyo Graduate School, University Learning Center","[('학원', 'Academy')]"
118048,꿈동이어린이집,Dream Dream Nursery,"[('어린이집', 'Daycare')]"
118101,거성자동차운전전문학원,Geoseong Automobile Driving School,"[('학원', 'Academy')]"
118169,서창백합어린이집,Seochang Lily Nursery,"[('어린이집', 'Daycare')]"
118201,왕길초등학교병설유치원,Kindergarten attached to Wanggil Elementary School,"[('유치원', 'Kindergarden')]"
118275,자이사랑어린이집,Jai Love Nursery School,"[('어린이집', 'Daycare')]"
118407,참빛어린이집,Charmbit Nursery,"[('어린이집', 'Daycare')]"
118581,이화유치원,Ewha Kindergarten,"[('유치원', 'Kindergarden')]"
118717,아크로특목수학과학학원,Acro School of Mathematics,"[('학원', 'Academy')]"
118735,인천남촌초등학교 병설유치원,Incheon Namchon Elementary School Attached Kindergarten,"[('유치원', 'Kindergarden')]"
118758,하버드어린이집,harvard nursery school,"[('어린이집', 'Daycare')]"
118777,하람터어린이집,superia Day care Center,"[('어린이집', 'Daycare')]"
118798,모가방어린이집,Mogabang Nursery School,"[('어린이집', 'Daycare')]"
118820,꿈동산어린이집,Dream Garden Nursery School,"[('어린이집', 'Daycare')]"
119129,수학원,math school,"[('학원', 'Academy')]"
119268,철마숲어린이집,Iron Horse Forest Nursery,"[('어린이집', 'Daycare')]"
119313,숲속의유치원,Kindergarten in the Forest,"[('유치원', 'Kindergarden')]"
119373,해나라유치원,Haenara Kindergarten,"[('유치원', 'Kindergarden')]"
119557,연흥유치원,Yeonheung Kindergarten,"[('유치원', 'Kindergarden')]"
119646,2관씨엘에스영어부개올림수학학원,Hall 2 CLS English School of Olym Mathematics,"[('학원', 'Academy')]"
119715,메타어학원,meta language school,"[('학원', 'Academy')]"
119793,샤론어린이집,Sharon Nursery School,"[('어린이집', 'Daycare')]"
119876,딩동댕유치원,Ding Dong Ding Kindergarten,"[('유치원', 'Kindergarden')]"
119913,선원초등학교병설유치원,Seonwon Elementary School Attached Kindergarten,"[('유치원', 'Kindergarden')]"
120072,공감영어학원,Empathy English School,"[('학원', 'Academy')]"
120108,래미안부평아파트 어린이집,Raemian Bupyeong Apartment Day care Center,"[('어린이집', 'Daycare')]"
120327,조은어린이집,Jo Eun Nursery,"[('어린이집', 'Daycare')]"
120331,하늘의별어린이집,Sky Star Nursery School,"[('어린이집', 'Daycare')]"
120528,명지수학교습소,Myongji School,"[('수학', 'Math')]"
120567,궁전어린이집,palace nursery school,"[('어린이집', 'Daycare')]"
120569,암젯어학원,Amjet Language School,"[('학원', 'Academy')]"
120629,소래쇼팽음악원,Sorae Chopin Conservatory,"[('음악', 'Music')]"
120775,72시간공부캠프기숙학원,72 hours study camp boarding school,"[('학원', 'Academy')]"
121182,꿈초롱어린이집,Dream Chorong Nursery School,"[('어린이집', 'Daycare')]"
121206,꿈의숲어린이집,Dream Forest Nursery School,"[('어린이집', 'Daycare')]"
121226,완두콩어린이집,Pea Nursery,"[('어린이집', 'Daycare')]"
121276,제비어린이집,Swallow Nursery,"[('어린이집', 'Daycare')]"
121284,하늘채유치원,Sky Chae Kindergarten,"[('유치원', 'Kindergarden')]"
121295,큰사랑어린이집,big love nursery,"[('어린이집', 'Daycare')]"
121573,꿈에그린어린이집,Dream Nursery School,"[('어린이집', 'Daycare')]"
121663,나나어린이집,Nana Nursery,"[('어린이집', 'Daycare')]"
121741,산곡2동어린이집,Sangok 2-dong Day care Center,"[('어린이집', 'Daycare')]"
121877,꼬망꼬망어린이집,Kmokkkomang Nursery School,"[('어린이집', 'Daycare')]"
121908,세라피아노음악원,sera piano conservatory,"[('음악', 'Music')]"
122112,헤아림국어전문학원,Hearim Korean Language Institute,"[('학원', 'Academy')]"
122114,피터팬어린이집,peter pan nursery,"[('어린이집', 'Daycare')]"
122159,포도나무어린이집,Vine Nursery,"[('어린이집', 'Daycare')]"
122181,예담아트어린이집,Yedam Art Nursery,"[('어린이집', 'Daycare')]"
122208,미래나무어린이집,Future Tree Nursery,"[('어린이집', 'Daycare')]"
122285,바다의별유치원,Star Kindergarten by the Sea,"[('유치원', 'Kindergarden')]"
122307,수학대세학원,Mathematics University,"[('학원', 'Academy')]"
122382,인천송명초등학교 병설유치원,Incheon Songmyeong Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
122410,한솔에듀케어 어린이집,Hansol Educare Day care Center,"[('어린이집', 'Daycare')]"
122415,EiE어학원 서인천가좌캠퍼스,EiE Language School Seoincheon Gajwa Campus,"[('학원', 'Academy')]"
122454,Thenanny어린이집,Thenanny Kindergarten,"[('어린이집', 'Daycare')]"
122469,담비어린이집,marten nursery school,"[('어린이집', 'Daycare')]"
122518,에코베베어린이집,Ecobebe Nursery School,"[('어린이집', 'Daycare')]"
122524,동국제강인천어린이집,Dongkuk River Incheon Day care Center,"[('어린이집', 'Daycare')]"
122697,곰돌이어린이집,Teddy Bear Nursery,"[('어린이집', 'Daycare')]"
122733,시온어린이집,Zion Nursery School,"[('어린이집', 'Daycare')]"
123104,삼목초등학교 장봉분교장병설유치원,Sammok Elementary School Jangbong Branch Principal Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
123129,가온어린이집,Gaon Nursery School,"[('어린이집', 'Daycare')]"
123163,예랑어린이집,Yerang Nursery School,"[('어린이집', 'Daycare')]"
123451,하은어린이집,Haeun Nursery School,"[('어린이집', 'Daycare')]"
123461,참빛유치원,Chambit Kindergarten,"[('유치원', 'Kindergarden')]"
123507,패러독스보습학원,Paradox moisturizing school,"[('학원', 'Academy')]"
123721,용화유치원,Yonghwa Kindergarten,"[('유치원', 'Kindergarden')]"
123779,꼬마어린이집,little nursery,"[('어린이집', 'Daycare')]"
123828,자연발도르프유치원,Natural Waldorf Kindergarten,"[('유치원', 'Kindergarden')]"
124079,창신초등학교병설유치원,Kindergarten attached to Changsin Elementary School,"[('유치원', 'Kindergarden')]"
124201,다사랑어린이집,Dasarang Nursery School,"[('어린이집', 'Daycare')]"
124246,호반베베어린이집,Hoban Bebe Nursery School,"[('어린이집', 'Daycare')]"
124247,인천봉수초등학교병설유치원,Incheon Bongsu Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
124374,꿈비어린이집,Dreamby Nursery,"[('어린이집', 'Daycare')]"
124506,동산마을어린이집,Dongsan Village Day care Center,"[('어린이집', 'Daycare')]"
124721,송해초등학교병설유치원,Kindergarten attached to Songhae Elementary School,"[('유치원', 'Kindergarden')]"
124806,포그니어린이집,Pogney Nursery,"[('어린이집', 'Daycare')]"
124881,참조은어린이집,Reference Eun Nursery,"[('어린이집', 'Daycare')]"
124883,퍼니퍼니어린이집,Funny Funny Nursery School,"[('어린이집', 'Daycare')]"
125027,고운꿈어린이집,Sweet Dream Nursery,"[('어린이집', 'Daycare')]"
125315,인천경연초중학교 병설유치원,Incheon Gyeongyeon Elementary and Middle School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
125334,초롱유치원,Chorong Kindergarten,"[('유치원', 'Kindergarden')]"
125364,유석화유치원,Yoo Seokhwa Kindergarten,"[('유치원', 'Kindergarden')]"
125512,꼬마랑어린이집,Little Boy and Nursery,"[('어린이집', 'Daycare')]"
125565,마인드맵영재학원,Mind map gifted school,"[('학원', 'Academy')]"
125681,진흥유치원,Jinheung Kindergarten,"[('유치원', 'Kindergarden')]"
125773,유니스 영수학원,Eunice Youngsu Academy,"[('수학', 'Math')]"
125783,참조은어린이집,Reference Eun Nursery,"[('어린이집', 'Daycare')]"
125797,주영어린이집,Jooyoung Daycare,"[('영어', 'English')]"
125935,라라어린이집,Lara Nursery School,"[('어린이집', 'Daycare')]"
125946,아이큰별유치원,Ikenbyeol Kindergarten,"[('유치원', 'Kindergarden')]"
126014,다정한어린이집,friendly nursery,"[('어린이집', 'Daycare')]"
126099,명선초등학교병설유치원,Kindergarten attached to Myeongseon Elementary School,"[('유치원', 'Kindergarden')]"
126125,세라유치원,Sera Kindergarten,"[('유치원', 'Kindergarden')]"
126185,니트꿈나무어린이집,Knit Dream Tree Nursery,"[('어린이집', 'Daycare')]"
126243,포도나무어린이집,Vine Nursery,"[('어린이집', 'Daycare')]"
126298,피터팬어린이집,peter pan nursery,"[('어린이집', 'Daycare')]"
126309,루비어린이집,Ruby Nursery,"[('어린이집', 'Daycare')]"
126381,도화6-1블럭어린이집,Figure 6-1 block Day care Center,"[('어린이집', 'Daycare')]"
126733,무지개유치원,Rainbow Kindergarten,"[('유치원', 'Kindergarden')]"
127107,사랑샘유치원,Love Sam Kindergarten,"[('유치원', 'Kindergarden')]"
127209,고운별어린이집,Go Unbyeol Nursery School,"[('어린이집', 'Daycare')]"
127231,강화초등학교병설유치원,Kindergarten attached to Ganghwa Elementary School,"[('유치원', 'Kindergarden')]"
127236,키즈월드유치원,Kids World Kindergarten,"[('유치원', 'Kindergarden')]"
127369,예슬랑어린이집,Yesulang Nursery School,"[('어린이집', 'Daycare')]"
127422,아주특별한음악학원,A very special music school,"[('학원', 'Academy')]"
127555,아이웰유치원,i Well Kindergarten,"[('유치원', 'Kindergarden')]"
127603,영흥초등학교 병설유치원,Yeongheung Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
127719,민들레어린이집,Dandelion Nursery,"[('어린이집', 'Daycare')]"
127729,에이프릴어학원 인천논현캠퍼스,April Language School Incheon Nonhyeon Campus,"[('학원', 'Academy')]"
127818,유미예능어린이집,Yumi Entertainment Nursery School,"[('어린이집', 'Daycare')]"
127860,성산효대학원대학교,Seongsan Hyo Graduate School,"[('학원', 'Academy')]"
127930,우리어린이집,our nursery,"[('어린이집', 'Daycare')]"
127944,아프로글로벌요리학원,Afro Global Culinary School,"[('학원', 'Academy')]"
128274,파랑새어린이집,Blue Bird Nursery,"[('어린이집', 'Daycare')]"
128302,부평동초등학교병설유치원,Kindergarten attached to Bupyeong-dong Elementary School,"[('유치원', 'Kindergarden')]"
128459,삼성유치원,Samsung Kindergarten,"[('유치원', 'Kindergarden')]"
128554,풍림하늘어린이집,Poongrim Sky Nursery,"[('어린이집', 'Daycare')]"
128674,베이비몬테소리어린이집,Baby Montessori Nursery,"[('어린이집', 'Daycare')]"
128730,오렌지자동차운전전문학원,Orange Driving School,"[('학원', 'Academy')]"
128970,갈산팬더어린이집,Galsan Panda Nursery School,"[('어린이집', 'Daycare')]"
129008,신동아유치원,Shindonga Kindergarten,"[('유치원', 'Kindergarden')]"
129097,꿈사랑어린이집,Dream Love Nursery,"[('어린이집', 'Daycare')]"
129175,인천재능대학교부속유치원,Kindergarten affiliated with Incheon Talent University,"[('유치원', 'Kindergarden')]"
129234,브니엘 어린이집,Peniel Nursery School,"[('어린이집', 'Daycare')]"
129343,인천영종초등학교 병설유치원,Incheon Yeongjong Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
129347,복자유치원,Blessed Kindergarten,"[('유치원', 'Kindergarden')]"
129451,아기둥지어린이집,baby nest nursery,"[('어린이집', 'Daycare')]"
129482,남동어린이집,Namdong Nursery School,"[('어린이집', 'Daycare')]"
129524,포근한어린이집,cozy nursery,"[('어린이집', 'Daycare')]"
129883,강태공 수학,Kang Tae Engineering,"[('수학', 'Math')]"
129887,사랑아이어린이집,love child nursery,"[('어린이집', 'Daycare')]"
129893,창의력꿈터어린이집,Creativity Dream Nursery,"[('어린이집', 'Daycare')]"
130002,청라수능비법 국어 학원,Cheongna Scholastic Ability Test Korean Language School,"[('학원', 'Academy')]"
130040,한나영어린이집,Han Na-Young Daycare,"[('영어', 'English')]"
130239,리라유치원,Lira Kindergarten,"[('유치원', 'Kindergarden')]"
130309,작은꽃예능유치원,Little Flower Arts Kindergarten,"[('유치원', 'Kindergarden')]"
130588,당하초등학교병설유치원,Kindergarten attached to Dangha Elementary School,"[('유치원', 'Kindergarden')]"
130726,예쁜한샘어린이집,Pretty Hanssem Nursery School,"[('어린이집', 'Daycare')]"
130983,청담어학원 인천부평브랜치,Cheongdam Language School Incheon Bupyeong Branch,"[('학원', 'Academy')]"
131190,고수학학원,high school,"[('학원', 'Academy'), ('수학', 'Math')]"
131270,별초롱어린이집,Byeolchorong Nursery School,"[('어린이집', 'Daycare')]"
131366,검단SK뷰어린이집,Geomdan SK View Day care Center,"[('어린이집', 'Daycare')]"
131373,도담초등학교 병설유치원,Dodam Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
131593,국공립루원SK리더스뷰어린이집,National and Public Luwon SK Leaders View Day care Center,"[('어린이집', 'Daycare')]"
131611,지구별어린이집,Childcare Center by District,"[('어린이집', 'Daycare')]"
131677,사랑이가득한어린이집,Nursery full of love,"[('어린이집', 'Daycare')]"
131731,부마초등학교병설유치원,Kindergarten attached to Buma Elementary School,"[('유치원', 'Kindergarden')]"
131822,바른아이어린이집,Bareun Child Nursery,"[('어린이집', 'Daycare')]"
131861,일신 자동차운전전문학원,Ilshin  Car Driving School,"[('학원', 'Academy')]"
131936,송월초등학교병설유치원,Kindergarten attached to Songwol Elementary School,"[('유치원', 'Kindergarden')]"
131967,계산어린이집,Calculation Nursery,"[('어린이집', 'Daycare')]"
131973,순복음유치원,Full Gospel Kindergarten,"[('유치원', 'Kindergarden')]"
132092,푸른어린이집,Blue Nursery,"[('어린이집', 'Daycare')]"
132113,섭리어린이집,Providence Nursery School,"[('어린이집', 'Daycare')]"
132309,파랑새어린이집,Blue Bird Nursery,"[('어린이집', 'Daycare')]"
132332,한신어린이집,Hanshin Nursery School,"[('어린이집', 'Daycare')]"
132361,영종유치원,Yeongjong Kindergarten,"[('유치원', 'Kindergarden')]"
132527,예다인어린이집,Yedain Nursery School,"[('어린이집', 'Daycare')]"
132549,행복한아이어린이집,happy child nursery,"[('어린이집', 'Daycare')]"
132568,핵심학원,core school,"[('학원', 'Academy')]"
132571,아기천사어린이집,baby angel nursery,"[('어린이집', 'Daycare')]"
132579,대치동 조상현어학원,Daechi-dong Jo Sanghyeon Language School,"[('학원', 'Academy')]"
132657,만수이화어학원,Manshuihua Language School,"[('학원', 'Academy')]"
132709,가베꿈나무어린이집,Gabe Dream Tree Nursery,"[('어린이집', 'Daycare')]"
132802,자연과아이들유치원,Nature and Children's Kindergarten,"[('유치원', 'Kindergarden')]"
132804,은하수어린이집,Eunhasu Nursery School,"[('어린이집', 'Daycare')]"
132834,에듀포레어린이집,Edufore Nursery School,"[('어린이집', 'Daycare')]"
132851,동화나라유치원,Fairy Tale Kindergarten,"[('유치원', 'Kindergarden')]"
132867,목동영어어학원,Mokdong English Language School,"[('학원', 'Academy')]"
132885,백암어린이집,Baekam Nursery School,"[('어린이집', 'Daycare')]"
133261,리틀몬테소리어린이집,Little Montessori Nursery School,"[('어린이집', 'Daycare')]"
133334,경희유치원,Kyunghee Kindergarten,"[('유치원', 'Kindergarden')]"
133508,빛나어린이집,Shina Nursery,"[('어린이집', 'Daycare')]"
133509,푸른어린이집,Blue Nursery,"[('어린이집', 'Daycare')]"
133576,새싹어린이집,Sprout Nursery,"[('어린이집', 'Daycare')]"
133671,부개대동유치원,Bugaedae-dong Kindergarten,"[('유치원', 'Kindergarden')]"
133761,주안대학원대학교,Juan Graduate University,"[('학원', 'Academy')]"
133782,새인예어린이집,Saeinye Nursery,"[('어린이집', 'Daycare')]"
133855,센트럴타운 가현 어린이집,Central Town gahyeon Day care Center,"[('어린이집', 'Daycare')]"
134375,하늘정원어린이집,Sky Garden Nursery School,"[('어린이집', 'Daycare')]"
134495,종로엠스쿨 만수학원,Jongno M School Mansu Academy,"[('수학', 'Math')]"
134610,예주어린이집,Yeju Nursery School,"[('어린이집', 'Daycare')]"
134680,다온어린이집,Daon Nursery School,"[('어린이집', 'Daycare')]"
134881,인천서흥초등학교병설유치원,Incheon Seoheung Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
134921,꿈빛어린이집,Dream Kindergarten,"[('어린이집', 'Daycare')]"
134935,햇살유치원,Sunshine Kindergarten,"[('유치원', 'Kindergarden')]"
134943,이든아이어린이집,Eden Child Nursery,"[('어린이집', 'Daycare')]"
134950,소양초등학교병설유치원,Kindergarten attached to Soyang Elementary School,"[('유치원', 'Kindergarden')]"
135054,서원어린이집,Seowon Nursery School,"[('어린이집', 'Daycare')]"
135071,고운어린이집,Goun Nursery School,"[('어린이집', 'Daycare')]"
135124,하나별어린이집,Hanabyeol Nursery School,"[('어린이집', 'Daycare')]"
135171,아이랑어린이집,child and nursery,"[('어린이집', 'Daycare')]"
135215,신명유치원,Shinmyung Kindergarten,"[('유치원', 'Kindergarden')]"
135256,SNU 영어.국어 학원,SNU English Language School,"[('학원', 'Academy')]"
135303,일대일영어중국어학원,One-on-one English Chinese language school,"[('학원', 'Academy')]"
135328,미라클어학원,Miracle Language School,"[('학원', 'Academy')]"
135331,한별어린이집,Hanbyeol Nursery School,"[('어린이집', 'Daycare')]"
135332,아띠어린이집,Atti Nursery,"[('어린이집', 'Daycare')]"
135358,명신초등학교병설유치원,Kindergarten attached to Myungshin Elementary School,"[('유치원', 'Kindergarden')]"
135366,꾸러기어린이집,Naughty Kindergarten,"[('어린이집', 'Daycare')]"
135401,인천푸른빛유치원,Incheon Blue Light Kindergarten,"[('유치원', 'Kindergarden')]"
135444,예쁜꿈어린이집,Pretty Dream Nursery,"[('어린이집', 'Daycare')]"
135447,예다움어린이집,Yedaum Nursery School,"[('어린이집', 'Daycare')]"
135566,인천중장비운전학원,Incheon Heavy Equipment Driving School,"[('학원', 'Academy')]"
135614,영재어린이집,gifted childcare,"[('어린이집', 'Daycare')]"
135708,한사랑어린이집,Hansarang Nursery School,"[('어린이집', 'Daycare')]"
135752,계양어린이집,Gyeyang Nursery School,"[('어린이집', 'Daycare')]"
135788,아름다운어린이집,beautiful nursery,"[('어린이집', 'Daycare')]"
135923,서화초등학교병설유치원,Seohwa Elementary School Affiliated Kindergarten,"[('유치원', 'Kindergarden')]"
135968,ECOM회계정보처리학원,ECOM Accounting Information Processing Institute,"[('학원', 'Academy')]"
136194,지앤비어학원 당하캠퍼스,G&B Language School Dangha Campus,"[('학원', 'Academy')]"
136410,개나리어린이집,Forsythia Nursery,"[('어린이집', 'Daycare')]"
136419,자이새싹어린이집,Jai Sprout Nursery,"[('어린이집', 'Daycare')]"
136664,사랑어린이집,love nursery,"[('어린이집', 'Daycare')]"
136665,JK글로벌어린이집,JK Global Day care Center,"[('어린이집', 'Daycare')]"
136709,삼성영어 부현동초교실,Samsung English Buhyeon-dong Elementary School,"[('교실', 'Class')]"
136733,공항꿈나무제1어린이집,Airport Dream Tree No. 1 Day care Center,"[('어린이집', 'Daycare')]"
136861,이화유치원,Ewha Kindergarten,"[('유치원', 'Kindergarden')]"
136866,햇빛나무어린이집,Sunshine Tree Nursery,"[('어린이집', 'Daycare')]"
136965,청개구리어린이집,Tree Frog Nursery,"[('어린이집', 'Daycare')]"
137020,뽀뽀뽀어린이집,Kpoppo Nursery School,"[('어린이집', 'Daycare')]"
137096,루원풍경채노리숲어린이집,Luwon Punggyeong Chaenori Forest Nursery School,"[('어린이집', 'Daycare')]"
137104,만수꿈나무어린이집,Mansu Dream Tree Nursery,"[('어린이집', 'Daycare')]"
137121,하비어린이집,Hobby Nursery,"[('어린이집', 'Daycare')]"
137142,인천미송유치원,Incheon Misong Kindergarten,"[('유치원', 'Kindergarden')]"
137154,초콜릿어린이집,Chocolate Nursery,"[('어린이집', 'Daycare')]"
137186,체리어린이집,Cherry Nursery,"[('어린이집', 'Daycare')]"
137201,밀알유치원,Milal Kindergarten,"[('유치원', 'Kindergarden')]"
137261,성산효대학원대학교 평생교육원,Sungsan Hyo Graduate University Lifelong Education Center,"[('학원', 'Academy')]"
137304,신동아푸른나무어린이집,Shindonga Green Tree Nursery School,"[('어린이집', 'Daycare')]"
137458,아이나무어린이집,child tree nursery,"[('어린이집', 'Daycare')]"
137500,신동아유치원,Shindonga Kindergarten,"[('유치원', 'Kindergarden')]"
137511,은소리어린이집,Eunsori Nursery School,"[('어린이집', 'Daycare')]"
137668,하점초등학교병설유치원,Kindergarten attached to Hajeom Elementary School,"[('유치원', 'Kindergarden')]"
137813,파랑새어린이집,Blue Bird Nursery,"[('어린이집', 'Daycare')]"
138044,참조은어린이집,Reference Eun Nursery,"[('어린이집', 'Daycare')]"
138129,경원초등학교 병설유치원,Gyeongwon Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
138144,제이제이 밥앤톡 한옥어학원,JJ Bob & Talk Hanok Language School,"[('학원', 'Academy')]"
138163,마리아유치원,Maria Kindergarten,"[('유치원', 'Kindergarden')]"
138237,에이프릴어학원 송도국제캠퍼스,April Language School Songdo International Campus,"[('학원', 'Academy')]"
138288,송림휴먼시아어린이집,Songlim Humansia Day care Center,"[('어린이집', 'Daycare')]"
138428,우리어린이집,our nursery,"[('어린이집', 'Daycare')]"
