,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
21746,21747,1251046,이정우치과의원,,Jungwoo Lee Dental Clinic,Professional and Other Places,Dentist,126.65568115684388,37.60252901377233,대한민국,KOR,KOR,인천광역시,서구,,왕길동,,완정로,187,638-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
21752,21753,4348288,뿌리애치과의원,,Rootae Dental Clinic,Professional and Other Places,Dentist,126.64520192724488,37.385703229812734,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,하모니로,124,8-19,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
22058,22059,5707894,미소미치과의원,,Smile Dental Clinic,Professional and Other Places,Dentist,126.75030342873193,37.42444549224216,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남순환로,2,663-1,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
22415,22416,1267637,실로암치과의원,,Siloam Dental Clinic,Professional and Other Places,Dentist,126.73336241828392,37.54278671611401,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1138,4-3,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
22474,22475,3750666,부평백세플란트치과의원,백세플란트치과,Bupyeong Baekseplant Dental Clinic,Professional and Other Places,Dentist,126.72587449940993,37.491046327431775,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1412,185-6,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
22783,22784,400711,뉴욕치과의원,뉴욕치과의원,New York Dental Clinic,Professional and Other Places,Dentist,126.65178296389884,37.39503816917284,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로125번길,7,3-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
22882,22883,763434,임선희치과의원,,Im Seon-hee Dental Clinic,Professional and Other Places,Dentist,126.74027345316993,37.547368122673,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,장제로,903,6-1,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
23931,23932,27417613,연세치과의원,,Yonsei Dental Clinic,Professional and Other Places,Dentist,126.72615360647536,37.54363141291707,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,경명대로,1071,928-29,2022-08-02 16:47:12,"의료시설||병원||병원,의원||치과||치과-일반",False
24146,24147,5589,이안치과의원,,Ian Dental Clinic,Professional and Other Places,Dentist,126.66817579999996,37.59709249999983,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,60,1000-12,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
24287,24288,27053888,황치일치과의원,,Hwang Chi-il Dental Clinic,Professional and Other Places,Dentist,126.64382299978789,37.385010399832446,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,테크노파크로111번길,15,8-16,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
24319,24320,5661676,송도하버치과의원,,Songdo Harbor Dental Clinic,Professional and Other Places,Dentist,126.64567019999996,37.39590849999977,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,해돋이로,168-7,21-11,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
24351,24352,686977,동화치과의원,,Dongwha Dental Clinic,Professional and Other Places,Dentist,126.73620395108294,37.443637410959774,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,35,1019,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
24774,24775,155265,인천어린이치과의원,인천어린이치과의원,Incheon Children's Dental Clinic,Professional and Other Places,Dentist,126.73625980872092,37.53834817919601,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계산새로,71,1062,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
24796,24797,23898,신동인치과의원,,Shindong Dental Clinic,Professional and Other Places,Dentist,126.73722484856496,37.53978309746071,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,오조산공원로,22,209-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
25050,25051,3462316,고운이치과의원,,Gowoon Dental Clinic,Professional and Other Places,Dentist,126.75697061403093,37.559054249953114,대한민국,KOR,KOR,인천광역시,계양구,,동양동,,동양로,107,580-2,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
25199,25200,3128280,맑은샘치과의원,,Sunny Saem Dental Clinic,Professional and Other Places,Dentist,126.72106309999997,37.498339899999806,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로,264,529-40,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
25337,25338,624130,최규형치과의원,,Kyuhyung Choi Dental Clinic,Professional and Other Places,Dentist,126.63798299999992,37.45084649999978,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금남로,53,627-78,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
25401,25402,318919,즐거운치과의원,,Happy Dental Clinic,Professional and Other Places,Dentist,126.74254889649094,37.52173523100761,대한민국,KOR,KOR,인천광역시,부평구,,삼산동,,부평북로,442,388-11,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
25602,25603,998239,이사랑치과의원,,Isarang Dental Clinic,Professional and Other Places,Dentist,126.72603109999999,37.51585349999981,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,주부토로,231,171-45,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
25896,25897,403794,은치과의원,,Eun Dental Clinic,Professional and Other Places,Dentist,126.73008677218291,37.52790111638642,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,주부토로,374,174-8,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
25977,25978,77495,스마트치과의원,스마트치과의원,Smart Dental Clinic,Professional and Other Places,Dentist,126.7017601200729,37.52769138526,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,효서로,53,623-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
26203,26204,981639,최재혁치과의원,최재혁치과의원,Jaehyuk Choi Dental Clinic,Professional and Other Places,Dentist,126.64424249999993,37.47299069999979,대한민국,KOR,KOR,인천광역시,동구,,송림동,,샛골로,120,68-13,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
26286,26287,1023709,우리치과의원,,Our dental clinic ,Professional and Other Places,Dentist,126.72533111955792,37.459753656890975,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월말로,117,898-7,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
26360,26361,116082,제일청원치과의원,제일청원치과의원,Cheil Cheongwon Dental Clinic,Professional and Other Places,Dentist,126.70809489766292,37.46055315475597,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,남동대로,875,285-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
26648,26649,115728,이사랑치과의원,이사랑치과의원,Isarang Dental Clinic,Professional and Other Places,Dentist,126.72782151545992,37.5365194228413,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,주부토로,475,990-28,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
26800,26801,27491272,부평 나우치과의원,,Bupyeong Now Dental Clinic,Professional and Other Places,Dentist,126.72269019999996,37.4927711999998,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,15,549-21,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
26874,26875,27119833,사과나무치과의원,,Apple Tree Dental Clinic,Professional and Other Places,Dentist,126.72335069999993,37.48956759999981,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,광장로,16,738-21,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
27724,27725,1266475,행복한치과의원,,Happy Dental Clinic,Professional and Other Places,Dentist,126.71149270106191,37.452680641198576,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,구월남로,198,1214-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
27757,27758,89516,송제홍치과의원,,Songjehong Dental Clinic,Professional and Other Places,Dentist,126.6560408538929,37.46598279121789,대한민국,KOR,KOR,인천광역시,미추홀구,,숭의동,,경인로,120,60-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
27877,27878,3737905,서울휴치과의원,,Seoul Hugh Dental Clinic,Professional and Other Places,Dentist,126.7222110663759,37.501792582129085,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,114,431-37,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
27945,27946,1869982,인서울치과의원,,In Seoul Dental Clinic,Professional and Other Places,Dentist,126.73589456958793,37.5383754019312,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계산새로,71,1062,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
27959,27960,267869,미래치과의원,미래치과의원,Future Dental Clinic,Professional and Other Places,Dentist,126.6911609534397,37.61879148498669,대한민국,KOR,KOR,인천광역시,서구,,불로동,,검단로,842,308,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
28158,28159,4342264,서울고른이치과교정과치과의원,,Seoul Goreum Dental Clinic,Professional and Other Places,Dentist,126.65115809165287,37.396050639355735,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,컨벤시아대로,69,3-1,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
28302,28303,957972,계양수치과의원,,Gyeyang Dental Clinic,Professional and Other Places,Dentist,126.74051000003794,37.5476236651684,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,장제로,907,317-3,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
28356,28357,6666,스마일치과의원,,Smile Dental Clinic ,Professional and Other Places,Dentist,126.6345336714548,37.47577828232476,대한민국,KOR,KOR,인천광역시,동구,,송현동,,화도진로,34,92-1,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
28642,28643,1259211,세이프치과의원,,Safe Dental Clinic,Professional and Other Places,Dentist,126.68470913627688,37.49378898767808,대한민국,KOR,KOR,인천광역시,서구,,가좌동,,원적로100번길,24,30-23,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
28666,28667,4362046,이엘치과의원,,EL Dental Clinic,Professional and Other Places,Dentist,126.7221603731719,37.5281000882258,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,효서로,233,865-37,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
28873,28874,326585,베스트치과의원,,Best Dental Clinic,Professional and Other Places,Dentist,126.70998599999994,37.53444299999983,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,577,28,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
29244,29245,4336773,연수센트럴치과의원,센트럴치과의원,Yeonsu Central Dental Clinic,Professional and Other Places,Dentist,126.6984455146359,37.42755328758967,대한민국,KOR,KOR,인천광역시,연수구,,선학동,,경원대로483번길,6,401-3,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
29313,29314,4328489,현대치과의원,,Hyundai Dental Clinic,Professional and Other Places,Dentist,126.64592013412286,37.475914012011785,대한민국,KOR,KOR,인천광역시,동구,,송림동,,송림로,100,61-18,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
29665,29666,1248257,미플러스치과의원,미플러스치과의원인천검단점,Me Plus Dental Clinic,Professional and Other Places,Dentist,126.67702499999994,37.58576539999984,대한민국,KOR,KOR,인천광역시,서구,,당하동,,서곶로,754,1065-4,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
29671,29672,1264430,연희수치과의원,수치과의원,Yeonhee Dental Clinic,Professional and Other Places,Dentist,126.67731916785488,37.549089411911005,대한민국,KOR,KOR,인천광역시,서구,,연희동,,간촌로,4,711,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
29841,29842,997285,현플란트치과의원,현플란트치과,Hyun Plant Dental Clinic,Professional and Other Places,Dentist,126.72448179944192,37.49163579430067,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,경원대로,1397,159-25,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
30041,30042,1269795,행복한치과의원,,Happy Dental Clinic,Professional and Other Places,Dentist,126.72434109447094,37.538640853174414,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계산천동로,15,957-34,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
30564,30565,4333746,바른이플란트치과의원,,Barun E Plant Dental Clinic,Professional and Other Places,Dentist,126.73831774272195,37.44329003584746,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,장승남로,54,1040-3,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
30679,30680,3124758,바른치과,,Bareun Dental Clinic,Professional and Other Places,Dentist,126.70702628404688,37.46046661753308,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,석산로,135,302-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
31086,31087,20056397,다이아몬드치과의원,,Diamond Dental Clinic,Professional and Other Places,Dentist,126.7261785396479,37.39935810428175,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,86,733-3,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
31256,31257,389968,연합치과,연합치과의원,Union Dental,Professional and Other Places,Dentist,126.67642320791192,37.54426488034649,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,서곶로,299,247-3,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
